datazone,same_address_last_year,same_datazone_last_year
S01006207,854,4
S01006208,697,3
S01006209,678,5
S01006210,705,3
S01006211,555,1
S01006212,792,19
S01006213,837,5
S01006214,695,4
S01006215,763,7
S01006216,680,3
S01006217,854,37
S01006218,524,6
S01006219,843,6
S01006220,770,9
S01006221,782,5
S01006222,919,19
S01006223,706,-
S01006224,603,1
S01006225,741,9
S01006226,722,4
S01006227,672,2
S01006228,749,-
S01006229,871,14
S01006230,740,30
S01006231,840,16
S01006232,555,8
S01006233,683,2
S01006234,471,1
S01006235,711,1
S01006236,575,8
S01006237,797,4
S01006238,885,7
S01006239,476,-
S01006240,806,23
S01006241,705,11
S01006242,711,1
S01006243,577,-
S01006244,585,4
S01006245,573,8
S01006246,648,1
S01006247,840,3
S01006248,795,4
S01006249,682,7
S01006250,646,1
S01006251,571,1
S01006252,611,1
S01006253,658,11
S01006254,579,10
S01006255,951,2
S01006256,646,2
S01006257,732,1
S01006258,657,7
S01006259,645,12
S01006260,863,30
S01006261,825,1
S01006262,607,11
S01006263,768,5
S01006264,884,9
S01006265,751,13
S01006266,624,27
S01006267,604,2
S01006268,729,4
S01006269,619,-
S01006270,848,9
S01006271,646,25
S01006272,792,4
S01006273,627,9
S01006274,571,-
S01006275,546,1
S01006276,749,3
S01006277,712,12
S01006278,652,3
S01006279,839,12
S01006280,720,4
S01006281,718,7
S01006282,676,1
S01006283,684,-
S01006284,771,1
S01006285,730,9
S01006286,758,21
S01006287,580,2
S01006288,755,14
S01006289,823,2
S01006290,853,16
S01006291,476,9
S01006292,859,1
S01006293,909,5
S01006294,607,7
S01006295,565,15
S01006296,865,7
S01006297,698,13
S01006298,821,8
S01006299,725,15
S01006300,690,7
S01006301,559,14
S01006302,871,10
S01006303,625,5
S01006304,622,26
S01006305,626,1
S01006306,692,10
S01006307,712,12
S01006308,585,17
S01006309,800,6
S01006310,688,12
S01006311,726,25
S01006312,615,10
S01006313,909,15
S01006314,615,15
S01006315,802,21
S01006316,873,9
S01006317,797,16
S01006318,709,16
S01006319,835,11
S01006320,820,9
S01006321,650,-
S01006322,613,8
S01006323,706,13
S01006324,538,8
S01006325,606,4
S01006326,847,7
S01006327,495,3
S01006328,595,5
S01006329,902,6
S01006330,679,7
S01006331,700,4
S01006332,600,2
S01006333,801,13
S01006334,759,5
S01006335,827,8
S01006336,625,-
S01006337,307,2
S01006338,812,3
S01006339,729,2
S01006340,689,1
S01006341,672,9
S01006342,690,17
S01006343,676,5
S01006344,750,1
S01006345,529,-
S01006346,567,17
S01006347,589,-
S01006348,610,6
S01006349,450,7
S01006350,631,9
S01006351,767,13
S01006352,703,12
S01006353,513,3
S01006354,899,5
S01006355,622,6
S01006356,666,3
S01006357,684,4
S01006358,625,8
S01006359,809,20
S01006360,603,2
S01006361,733,7
S01006362,727,2
S01006363,667,10
S01006364,520,7
S01006365,864,5
S01006366,697,-
S01006367,723,1
S01006368,831,12
S01006369,752,-
S01006370,903,5
S01006371,457,8
S01006372,717,1
S01006373,644,2
S01006374,640,5
S01006375,568,13
S01006376,598,1
S01006377,551,-
S01006378,448,-
S01006379,689,8
S01006380,558,9
S01006381,474,4
S01006382,661,3
S01006383,578,3
S01006384,712,6
S01006385,850,5
S01006386,845,5
S01006387,708,12
S01006388,851,19
S01006389,625,12
S01006390,623,-
S01006391,756,16
S01006392,745,16
S01006393,692,6
S01006394,743,1
S01006395,763,5
S01006396,534,1
S01006397,660,6
S01006398,801,4
S01006399,693,6
S01006400,730,21
S01006401,688,8
S01006402,596,8
S01006403,709,2
S01006404,695,3
S01006405,696,6
S01006406,685,2
S01006407,609,8
S01006408,856,12
S01006409,457,4
S01006410,666,4
S01006411,659,8
S01006412,660,4
S01006413,591,4
S01006414,492,1
S01006415,756,7
S01006416,528,5
S01006417,633,4
S01006418,613,8
S01006419,535,1
S01006420,839,6
S01006421,519,4
S01006422,597,2
S01006423,445,-
S01006424,594,6
S01006425,650,7
S01006426,417,1
S01006427,668,25
S01006428,784,-
S01006429,501,10
S01006430,585,-
S01006431,535,5
S01006432,660,-
S01006433,608,1
S01006434,754,9
S01006435,433,2
S01006436,686,3
S01006437,877,11
S01006438,550,4
S01006439,647,3
S01006440,756,9
S01006441,628,7
S01006442,750,3
S01006443,468,4
S01006444,513,1
S01006445,703,6
S01006446,799,4
S01006447,539,7
S01006448,811,5
S01006449,466,2
S01006450,600,10
S01006451,647,10
S01006452,523,7
S01006453,719,-
S01006454,524,1
S01006455,599,3
S01006456,799,2
S01006457,610,-
S01006458,812,5
S01006459,555,-
S01006460,483,-
S01006461,603,-
S01006462,663,-
S01006463,599,3
S01006464,669,13
S01006465,757,2
S01006466,720,5
S01006467,816,1
S01006468,840,17
S01006469,624,11
S01006470,696,5
S01006471,652,13
S01006472,511,6
S01006473,771,11
S01006474,789,1
S01006475,785,-
S01006476,657,13
S01006477,665,4
S01006478,742,11
S01006479,657,11
S01006480,775,-
S01006481,513,4
S01006482,669,23
S01006483,837,16
S01006484,695,5
S01006485,604,6
S01006486,793,-
S01006487,663,27
S01006488,595,2
S01006489,725,12
S01006490,739,-
S01006491,766,4
S01006492,553,1
S01006493,497,3
S01006494,517,1
S01006495,732,4
S01006496,807,9
S01006497,497,6
S01006498,895,2
S01006499,790,1
S01006500,694,9
S01006501,886,11
S01006502,586,3
S01006503,666,1
S01006504,694,12
S01006505,657,8
